,site_id,survey_date,year,month,is_october,total_count,morning_count,evening_count,cluster,latitude,longitude
1034,54,2015-10-01,2015,October,1,364,185,179,0,-33.8797979064856,151.186995261178
1035,54,2016-03-01,2016,March,0,374,203,171,0,-33.8797979064856,151.186995261178
1036,54,2016-10-01,2016,October,1,402,192,210,0,-33.8797979064856,151.186995261178
1037,54,2017-03-01,2017,March,0,445,228,217,0,-33.8797979064856,151.186995261178
1038,54,2017-10-01,2017,October,1,509,268,241,0,-33.8797979064856,151.186995261178
1039,54,2018-10-01,2018,October,1,452,246,206,0,-33.8797979064856,151.186995261178
1040,54,2019-03-01,2019,March,0,463,241,222,0,-33.8797979064856,151.186995261178
1041,54,2019-10-01,2019,October,1,464,219,245,0,-33.8797979064856,151.186995261178
1042,54,2020-03-01,2020,March,0,355,166,189,0,-33.8797979064856,151.186995261178
1043,54,2020-10-01,2020,October,1,410,174,236,0,-33.8797979064856,151.186995261178
1044,54,2021-03-01,2021,March,0,412,183,229,0,-33.8797979064856,151.186995261178
1045,54,2021-10-01,2021,October,1,381,171,210,0,-33.8797979064856,151.186995261178
1046,54,2022-03-01,2022,March,0,447,180,267,0,-33.8797979064856,151.186995261178
1047,54,2022-10-01,2022,October,1,429,182,247,0,-33.8797979064856,151.186995261178
1048,54,2023-03-01,2023,March,0,568,253,315,0,-33.8797979064856,151.186995261178
1049,54,2023-10-01,2023,October,1,604,263,341,0,-33.8797979064856,151.186995261178
1050,54,2024-03-01,2024,March,0,629,252,377,0,-33.8797979064856,151.186995261178
1051,54,2024-10-01,2024,October,1,488,189,299,0,-33.8797979064856,151.186995261178
1052,54,2025-03-01,2025,March,0,629,236,393,0,-33.8797979064856,151.186995261178
1053,54,2025-10-01,2025,October,1,554,213,341,0,-33.8797979064856,151.186995261178
1054,55,2010-03-01,2010,March,0,128,55,73,0,-33.884723228499,151.191412207842
1055,55,2010-10-01,2010,October,1,194,73,121,0,-33.884723228499,151.191412207842
1056,55,2011-03-01,2011,March,0,192,99,93,0,-33.884723228499,151.191412207842
1057,55,2011-10-01,2011,October,1,137,35,102,0,-33.884723228499,151.191412207842
1058,55,2012-03-01,2012,March,0,367,153,214,0,-33.884723228499,151.191412207842
1059,55,2012-10-01,2012,October,1,253,122,131,0,-33.884723228499,151.191412207842
1060,55,2013-03-01,2013,March,0,282,117,165,0,-33.884723228499,151.191412207842
1061,55,2013-10-01,2013,October,1,243,103,140,0,-33.884723228499,151.191412207842
1062,55,2014-03-01,2014,March,0,404,161,243,0,-33.884723228499,151.191412207842
1063,55,2014-10-01,2014,October,1,292,122,170,0,-33.884723228499,151.191412207842
1064,55,2015-03-01,2015,March,0,339,120,219,0,-33.884723228499,151.191412207842
1065,55,2015-10-01,2015,October,1,185,76,109,0,-33.884723228499,151.191412207842
1066,55,2016-03-01,2016,March,0,189,64,125,0,-33.884723228499,151.191412207842
1067,55,2016-10-01,2016,October,1,222,97,125,0,-33.884723228499,151.191412207842
1068,55,2017-03-01,2017,March,0,241,84,157,0,-33.884723228499,151.191412207842
1069,55,2017-10-01,2017,October,1,167,64,103,0,-33.884723228499,151.191412207842
1070,55,2018-10-01,2018,October,1,217,103,114,0,-33.884723228499,151.191412207842
1071,55,2019-03-01,2019,March,0,204,71,133,0,-33.884723228499,151.191412207842
1072,55,2019-10-01,2019,October,1,261,80,181,0,-33.884723228499,151.191412207842
1073,55,2020-03-01,2020,March,0,240,71,169,0,-33.884723228499,151.191412207842
1074,55,2020-10-01,2020,October,1,284,101,183,0,-33.884723228499,151.191412207842
1075,55,2021-03-01,2021,March,0,247,99,148,0,-33.884723228499,151.191412207842
1076,55,2021-10-01,2021,October,1,265,106,159,0,-33.884723228499,151.191412207842
1077,55,2022-03-01,2022,March,0,263,104,159,0,-33.884723228499,151.191412207842
1078,55,2022-10-01,2022,October,1,292,109,183,0,-33.884723228499,151.191412207842
1079,55,2023-03-01,2023,March,0,340,111,229,0,-33.884723228499,151.191412207842
1080,55,2023-10-01,2023,October,1,308,91,217,0,-33.884723228499,151.191412207842
1081,55,2024-03-01,2024,March,0,298,99,199,0,-33.884723228499,151.191412207842
1082,55,2024-10-01,2024,October,1,276,88,188,0,-33.884723228499,151.191412207842
1083,55,2025-03-01,2025,March,0,313,82,231,0,-33.884723228499,151.191412207842
1084,55,2025-10-01,2025,October,1,291,94,197,0,-33.884723228499,151.191412207842
1085,56,2010-03-01,2010,March,0,119,56,63,0,-33.8833293114164,151.183172866868
1086,56,2010-10-01,2010,October,1,114,52,62,0,-33.8833293114164,151.183172866868
1087,56,2011-03-01,2011,March,0,234,112,122,0,-33.8833293114164,151.183172866868
1088,56,2011-10-01,2011,October,1,191,87,104,0,-33.8833293114164,151.183172866868
1089,56,2012-03-01,2012,March,0,225,109,116,0,-33.8833293114164,151.183172866868
1090,56,2012-10-01,2012,October,1,254,100,154,0,-33.8833293114164,151.183172866868
1091,56,2013-03-01,2013,March,0,265,106,159,0,-33.8833293114164,151.183172866868
1092,56,2013-10-01,2013,October,1,273,110,163,0,-33.8833293114164,151.183172866868
1093,56,2014-03-01,2014,March,0,287,116,171,0,-33.8833293114164,151.183172866868
1094,56,2014-10-01,2014,October,1,246,99,147,0,-33.8833293114164,151.183172866868
1095,56,2015-03-01,2015,March,0,241,98,143,0,-33.8833293114164,151.183172866868
1096,56,2015-10-01,2015,October,1,250,110,140,0,-33.8833293114164,151.183172866868
1097,56,2016-03-01,2016,March,0,275,121,154,0,-33.8833293114164,151.183172866868
1098,56,2016-10-01,2016,October,1,275,112,163,0,-33.8833293114164,151.183172866868
1099,56,2017-03-01,2017,March,0,263,118,145,0,-33.8833293114164,151.183172866868
1100,56,2017-10-01,2017,October,1,247,119,128,0,-33.8833293114164,151.183172866868
1101,56,2018-10-01,2018,October,1,290,118,172,0,-33.8833293114164,151.183172866868
1102,56,2019-03-01,2019,March,0,280,101,179,0,-33.8833293114164,151.183172866868
1103,56,2019-10-01,2019,October,1,307,123,184,0,-33.8833293114164,151.183172866868
1104,56,2020-03-01,2020,March,0,242,93,149,0,-33.8833293114164,151.183172866868
1105,56,2020-10-01,2020,October,1,290,122,168,0,-33.8833293114164,151.183172866868
1106,56,2021-03-01,2021,March,0,248,113,135,0,-33.8833293114164,151.183172866868
1107,56,2021-10-01,2021,October,1,233,96,137,0,-33.8833293114164,151.183172866868
1108,56,2022-03-01,2022,March,0,49,13,36,0,-33.8833293114164,151.183172866868
1109,56,2022-10-01,2022,October,1,227,103,124,0,-33.8833293114164,151.183172866868
1110,56,2023-03-01,2023,March,0,230,81,149,0,-33.8833293114164,151.183172866868
1111,56,2023-10-01,2023,October,1,333,142,191,0,-33.8833293114164,151.183172866868
1112,56,2024-03-01,2024,March,0,332,135,197,0,-33.8833293114164,151.183172866868
1113,56,2024-10-01,2024,October,1,248,94,154,0,-33.8833293114164,151.183172866868
1114,56,2025-03-01,2025,March,0,367,125,242,0,-33.8833293114164,151.183172866868
1115,56,2025-10-01,2025,October,1,349,114,235,0,-33.8833293114164,151.183172866868
1116,58,2010-03-01,2010,March,0,247,123,124,0,-33.8727284375083,151.17481573114
1117,58,2010-10-01,2010,October,1,233,103,130,0,-33.8727284375083,151.17481573114
1118,58,2011-03-01,2011,March,0,141,64,77,0,-33.8727284375083,151.17481573114
1119,58,2011-10-01,2011,October,1,281,128,153,0,-33.8727284375083,151.17481573114
1120,58,2012-03-01,2012,March,0,326,193,133,0,-33.8727284375083,151.17481573114
1121,58,2012-10-01,2012,October,1,424,211,213,0,-33.8727284375083,151.17481573114
1122,58,2013-03-01,2013,March,0,455,233,222,0,-33.8727284375083,151.17481573114
1123,58,2013-10-01,2013,October,1,333,117,216,0,-33.8727284375083,151.17481573114
1124,58,2014-03-01,2014,March,0,528,237,291,0,-33.8727284375083,151.17481573114
1125,58,2014-10-01,2014,October,1,422,199,223,0,-33.8727284375083,151.17481573114
1126,58,2015-03-01,2015,March,0,370,220,150,0,-33.8727284375083,151.17481573114
1127,58,2015-10-01,2015,October,1,588,288,300,0,-33.8727284375083,151.17481573114
1128,58,2016-03-01,2016,March,0,551,227,324,0,-33.8727284375083,151.17481573114
1129,58,2016-10-01,2016,October,1,569,309,260,0,-33.8727284375083,151.17481573114
1130,58,2017-03-01,2017,March,0,518,219,299,0,-33.8727284375083,151.17481573114
1131,58,2017-10-01,2017,October,1,217,113,104,0,-33.8727284375083,151.17481573114
1132,58,2018-10-01,2018,October,1,322,161,161,0,-33.8727284375083,151.17481573114
1133,58,2019-03-01,2019,March,0,551,266,285,0,-33.8727284375083,151.17481573114
1134,58,2019-10-01,2019,October,1,596,283,313,0,-33.8727284375083,151.17481573114
1135,58,2020-03-01,2020,March,0,439,183,256,0,-33.8727284375083,151.17481573114
1136,58,2020-10-01,2020,October,1,532,257,275,0,-33.8727284375083,151.17481573114
1137,58,2021-03-01,2021,March,0,475,229,246,0,-33.8727284375083,151.17481573114
1138,58,2021-10-01,2021,October,1,406,196,210,0,-33.8727284375083,151.17481573114
1139,58,2022-03-01,2022,March,0,357,166,191,0,-33.8727284375083,151.17481573114
1140,58,2022-10-01,2022,October,1,350,167,183,0,-33.8727284375083,151.17481573114
1141,58,2023-03-01,2023,March,0,472,214,258,0,-33.8727284375083,151.17481573114
1142,58,2023-10-01,2023,October,1,567,269,298,0,-33.8727284375083,151.17481573114
1143,58,2024-03-01,2024,March,0,544,274,270,0,-33.8727284375083,151.17481573114
1144,58,2024-10-01,2024,October,1,389,150,239,0,-33.8727284375083,151.17481573114
1145,58,2025-03-01,2025,March,0,438,189,249,0,-33.8727284375083,151.17481573114
1146,58,2025-10-01,2025,October,1,435,168,267,0,-33.8727284375083,151.17481573114
1147,63,2010-03-01,2010,March,0,266,149,117,1,-33.8570232575747,151.203631179467
1148,63,2010-10-01,2010,October,1,205,102,103,1,-33.8570232575747,151.203631179467
1149,63,2011-03-01,2011,March,0,269,165,104,1,-33.8570232575747,151.203631179467
1150,63,2011-10-01,2011,October,1,260,170,90,1,-33.8570232575747,151.203631179467
1151,63,2012-03-01,2012,March,0,325,173,152,1,-33.8570232575747,151.203631179467
1152,63,2012-10-01,2012,October,1,376,198,178,1,-33.8570232575747,151.203631179467
1153,63,2013-03-01,2013,March,0,492,280,212,1,-33.8570232575747,151.203631179467
1154,63,2013-10-01,2013,October,1,446,243,203,1,-33.8570232575747,151.203631179467
1155,63,2014-03-01,2014,March,0,457,255,202,1,-33.8570232575747,151.203631179467
1156,63,2014-10-01,2014,October,1,391,222,169,1,-33.8570232575747,151.203631179467
1157,63,2015-03-01,2015,March,0,435,265,170,1,-33.8570232575747,151.203631179467
1158,63,2015-10-01,2015,October,1,391,261,130,1,-33.8570232575747,151.203631179467
1159,63,2016-03-01,2016,March,0,390,267,123,1,-33.8570232575747,151.203631179467
1160,63,2016-10-01,2016,October,1,476,302,174,1,-33.8570232575747,151.203631179467
1161,63,2017-03-01,2017,March,0,464,297,167,1,-33.8570232575747,151.203631179467
1162,63,2017-10-01,2017,October,1,509,335,174,1,-33.8570232575747,151.203631179467
1163,63,2018-10-01,2018,October,1,361,234,127,1,-33.8570232575747,151.203631179467
1164,63,2019-03-01,2019,March,0,346,217,129,1,-33.8570232575747,151.203631179467
1165,63,2019-10-01,2019,October,1,356,237,119,1,-33.8570232575747,151.203631179467
1166,63,2020-03-01,2020,March,0,175,105,70,1,-33.8570232575747,151.203631179467
1167,63,2020-10-01,2020,October,1,210,118,92,1,-33.8570232575747,151.203631179467
1168,63,2021-03-01,2021,March,0,320,196,124,1,-33.8570232575747,151.203631179467
1169,63,2021-10-01,2021,October,1,273,181,92,1,-33.8570232575747,151.203631179467
1170,63,2022-03-01,2022,March,0,249,158,91,1,-33.8570232575747,151.203631179467
1171,63,2022-10-01,2022,October,1,324,226,98,1,-33.8570232575747,151.203631179467
1172,63,2023-03-01,2023,March,0,301,160,141,1,-33.8570232575747,151.203631179467
1173,63,2023-10-01,2023,October,1,282,167,115,1,-33.8570232575747,151.203631179467
1174,63,2024-03-01,2024,March,0,298,172,126,1,-33.8570232575747,151.203631179467
1175,63,2024-10-01,2024,October,1,264,130,134,1,-33.8570232575747,151.203631179467
1176,63,2025-03-01,2025,March,0,299,157,142,1,-33.8570232575747,151.203631179467
1177,63,2025-10-01,2025,October,1,258,150,108,1,-33.8570232575747,151.203631179467
1178,64,2010-03-01,2010,March,0,322,157,165,1,-33.8641442975464,151.203063776653
1179,64,2010-10-01,2010,October,1,442,238,204,1,-33.8641442975464,151.203063776653
1180,64,2011-03-01,2011,March,0,273,154,119,1,-33.8641442975464,151.203063776653
1181,64,2011-10-01,2011,October,1,356,206,150,1,-33.8641442975464,151.203063776653
1182,64,2012-03-01,2012,March,0,407,223,184,1,-33.8641442975464,151.203063776653
1183,64,2012-10-01,2012,October,1,451,242,209,1,-33.8641442975464,151.203063776653
1184,64,2013-03-01,2013,March,0,517,300,217,1,-33.8641442975464,151.203063776653
1185,64,2013-10-01,2013,October,1,654,302,352,1,-33.8641442975464,151.203063776653
1186,64,2014-03-01,2014,March,0,460,247,213,1,-33.8641442975464,151.203063776653
1187,64,2014-10-01,2014,October,1,632,371,261,1,-33.8641442975464,151.203063776653
1188,64,2015-03-01,2015,March,0,506,288,218,1,-33.8641442975464,151.203063776653
1189,64,2015-10-01,2015,October,1,461,278,183,1,-33.8641442975464,151.203063776653
1190,64,2016-03-01,2016,March,0,473,306,167,1,-33.8641442975464,151.203063776653
1191,64,2016-10-01,2016,October,1,524,344,180,1,-33.8641442975464,151.203063776653
1192,64,2017-03-01,2017,March,0,485,311,174,1,-33.8641442975464,151.203063776653
1193,64,2017-10-01,2017,October,1,477,313,164,1,-33.8641442975464,151.203063776653
1194,64,2018-10-01,2018,October,1,411,250,161,1,-33.8641442975464,151.203063776653
1195,64,2019-03-01,2019,March,0,479,266,213,1,-33.8641442975464,151.203063776653
1196,64,2019-10-01,2019,October,1,503,272,231,1,-33.8641442975464,151.203063776653
1197,64,2020-03-01,2020,March,0,150,66,84,1,-33.8641442975464,151.203063776653
1198,64,2020-10-01,2020,October,1,287,140,147,1,-33.8641442975464,151.203063776653
1199,64,2021-03-01,2021,March,0,406,196,210,1,-33.8641442975464,151.203063776653
1200,64,2021-10-01,2021,October,1,227,135,92,1,-33.8641442975464,151.203063776653
1201,64,2022-03-01,2022,March,0,310,145,165,1,-33.8641442975464,151.203063776653
1202,64,2022-10-01,2022,October,1,281,131,150,1,-33.8641442975464,151.203063776653
1203,64,2023-03-01,2023,March,0,373,201,172,1,-33.8641442975464,151.203063776653
1204,64,2023-10-01,2023,October,1,349,168,181,1,-33.8641442975464,151.203063776653
1205,64,2024-03-01,2024,March,0,411,220,191,1,-33.8641442975464,151.203063776653
1206,64,2024-10-01,2024,October,1,406,173,233,1,-33.8641442975464,151.203063776653
1207,64,2025-03-01,2025,March,0,472,198,274,1,-33.8641442975464,151.203063776653
1208,64,2025-10-01,2025,October,1,547,233,314,1,-33.8641442975464,151.203063776653
1209,65,2010-03-01,2010,March,0,347,189,158,2,-33.8865855391407,151.218976857772
1210,65,2010-10-01,2010,October,1,717,393,324,2,-33.8865855391407,151.218976857772
1211,65,2011-03-01,2011,March,0,888,482,406,2,-33.8865855391407,151.218976857772
1212,65,2011-10-01,2011,October,1,976,586,390,2,-33.8865855391407,151.218976857772
1213,65,2012-03-01,2012,March,0,1415,824,591,2,-33.8865855391407,151.218976857772
1214,65,2012-10-01,2012,October,1,1119,664,455,2,-33.8865855391407,151.218976857772
1215,65,2013-03-01,2013,March,0,1164,705,459,2,-33.8865855391407,151.218976857772
1216,65,2013-10-01,2013,October,1,1677,835,842,2,-33.8865855391407,151.218976857772
1217,65,2014-03-01,2014,March,0,1528,817,711,2,-33.8865855391407,151.218976857772
1218,65,2014-10-01,2014,October,1,1452,906,546,2,-33.8865855391407,151.218976857772
1219,65,2015-03-01,2015,March,0,1410,850,560,2,-33.8865855391407,151.218976857772
1220,65,2015-10-01,2015,October,1,974,697,277,2,-33.8865855391407,151.218976857772
1221,65,2016-03-01,2016,March,0,1103,656,447,2,-33.8865855391407,151.218976857772
1222,65,2016-10-01,2016,October,1,1166,723,443,2,-33.8865855391407,151.218976857772
1223,65,2017-03-01,2017,March,0,1104,627,477,2,-33.8865855391407,151.218976857772
1224,65,2017-10-01,2017,October,1,906,414,492,2,-33.8865855391407,151.218976857772
1225,65,2018-10-01,2018,October,1,1245,711,534,2,-33.8865855391407,151.218976857772
1226,65,2019-03-01,2019,March,0,1435,853,582,2,-33.8865855391407,151.218976857772
1227,65,2019-10-01,2019,October,1,1226,687,539,2,-33.8865855391407,151.218976857772
1228,65,2020-03-01,2020,March,0,858,514,344,2,-33.8865855391407,151.218976857772
1229,65,2020-10-01,2020,October,1,982,548,434,2,-33.8865855391407,151.218976857772
1230,65,2021-03-01,2021,March,0,1004,574,430,2,-33.8865855391407,151.218976857772
1231,65,2021-10-01,2021,October,1,833,495,338,2,-33.8865855391407,151.218976857772
1232,65,2022-03-01,2022,March,0,795,441,354,2,-33.8865855391407,151.218976857772
1233,65,2022-10-01,2022,October,1,823,539,284,2,-33.8865855391407,151.218976857772
1234,65,2023-03-01,2023,March,0,780,461,319,2,-33.8865855391407,151.218976857772
1235,65,2023-10-01,2023,October,1,1318,709,609,2,-33.8865855391407,151.218976857772
1236,65,2024-03-01,2024,March,0,1332,696,636,2,-33.8865855391407,151.218976857772
1237,65,2024-10-01,2024,October,1,1443,742,701,2,-33.8865855391407,151.218976857772
1238,65,2025-03-01,2025,March,0,1580,821,759,2,-33.8865855391407,151.218976857772
1239,65,2025-10-01,2025,October,1,1532,871,661,2,-33.8865855391407,151.218976857772
1240,66,2010-03-01,2010,March,0,621,266,355,2,-33.8952343925688,151.221581402313
1241,66,2010-10-01,2010,October,1,544,349,195,2,-33.8952343925688,151.221581402313
1242,66,2011-03-01,2011,March,0,939,500,439,2,-33.8952343925688,151.221581402313
1243,66,2011-10-01,2011,October,1,1319,626,693,2,-33.8952343925688,151.221581402313
1244,66,2012-03-01,2012,March,0,1594,774,820,2,-33.8952343925688,151.221581402313
1245,66,2012-10-01,2012,October,1,1361,692,669,2,-33.8952343925688,151.221581402313
1246,66,2013-03-01,2013,March,0,1436,698,738,2,-33.8952343925688,151.221581402313
1247,66,2013-10-01,2013,October,1,2503,1337,1166,2,-33.8952343925688,151.221581402313
1248,66,2014-03-01,2014,March,0,2118,1087,1031,2,-33.8952343925688,151.221581402313
1249,66,2014-10-01,2014,October,1,1950,1012,938,2,-33.8952343925688,151.221581402313
1250,66,2015-03-01,2015,March,0,1626,808,818,2,-33.8952343925688,151.221581402313
1251,66,2015-10-01,2015,October,1,2055,1206,849,2,-33.8952343925688,151.221581402313
1252,66,2016-03-01,2016,March,0,2002,1013,989,2,-33.8952343925688,151.221581402313
1253,66,2016-10-01,2016,October,1,1631,909,722,2,-33.8952343925688,151.221581402313
1254,66,2017-03-01,2017,March,0,1606,851,755,2,-33.8952343925688,151.221581402313
1255,66,2017-10-01,2017,October,1,1323,914,409,2,-33.8952343925688,151.221581402313
1256,66,2018-10-01,2018,October,1,1352,854,498,2,-33.8952343925688,151.221581402313
1257,66,2019-03-01,2019,March,0,1808,1027,781,2,-33.8952343925688,151.221581402313
1258,66,2019-10-01,2019,October,1,1483,796,687,2,-33.8952343925688,151.221581402313
1259,66,2020-03-01,2020,March,0,1270,659,611,2,-33.8952343925688,151.221581402313
1260,66,2020-10-01,2020,October,1,1687,902,785,2,-33.8952343925688,151.221581402313
1261,66,2021-03-01,2021,March,0,1362,697,665,2,-33.8952343925688,151.221581402313
1262,66,2021-10-01,2021,October,1,1530,908,622,2,-33.8952343925688,151.221581402313
1263,66,2022-03-01,2022,March,0,1278,659,619,2,-33.8952343925688,151.221581402313
1264,66,2022-10-01,2022,October,1,1540,944,596,2,-33.8952343925688,151.221581402313
1265,66,2023-03-01,2023,March,0,918,597,321,2,-33.8952343925688,151.221581402313
1266,66,2023-10-01,2023,October,1,1642,867,775,2,-33.8952343925688,151.221581402313
1267,66,2024-03-01,2024,March,0,1230,745,485,2,-33.8952343925688,151.221581402313
1268,66,2024-10-01,2024,October,1,1581,847,734,2,-33.8952343925688,151.221581402313
1269,66,2025-03-01,2025,March,0,1857,975,882,2,-33.8952343925688,151.221581402313
1270,66,2025-10-01,2025,October,1,1642,913,729,2,-33.8952343925688,151.221581402313
1271,67,2010-03-01,2010,March,0,191,81,110,2,-33.9014634600329,151.22257327049
1272,67,2010-10-01,2010,October,1,239,125,114,2,-33.9014634600329,151.22257327049
1273,67,2011-03-01,2011,March,0,234,158,76,2,-33.9014634600329,151.22257327049
1274,67,2011-10-01,2011,October,1,304,150,154,2,-33.9014634600329,151.22257327049
1275,67,2012-03-01,2012,March,0,330,188,142,2,-33.9014634600329,151.22257327049
1276,67,2012-10-01,2012,October,1,438,230,208,2,-33.9014634600329,151.22257327049
1277,67,2013-03-01,2013,March,0,360,223,137,2,-33.9014634600329,151.22257327049
1278,67,2013-10-01,2013,October,1,463,267,196,2,-33.9014634600329,151.22257327049
1279,67,2014-03-01,2014,March,0,521,297,224,2,-33.9014634600329,151.22257327049
1280,67,2014-10-01,2014,October,1,449,221,228,2,-33.9014634600329,151.22257327049
1281,67,2015-03-01,2015,March,0,380,221,159,2,-33.9014634600329,151.22257327049
1282,67,2015-10-01,2015,October,1,277,166,111,2,-33.9014634600329,151.22257327049
1283,67,2016-03-01,2016,March,0,346,185,161,2,-33.9014634600329,151.22257327049
1284,67,2016-10-01,2016,October,1,373,210,163,2,-33.9014634600329,151.22257327049
1285,67,2017-03-01,2017,March,0,350,193,157,2,-33.9014634600329,151.22257327049
1286,67,2017-10-01,2017,October,1,280,124,156,2,-33.9014634600329,151.22257327049
1287,67,2018-10-01,2018,October,1,229,106,123,2,-33.9014634600329,151.22257327049
1288,67,2019-03-01,2019,March,0,1237,585,652,2,-33.9014634600329,151.22257327049
1289,67,2019-10-01,2019,October,1,1166,581,585,2,-33.9014634600329,151.22257327049
1290,67,2020-03-01,2020,March,0,911,407,504,2,-33.9014634600329,151.22257327049
1291,67,2020-10-01,2020,October,1,883,454,429,2,-33.9014634600329,151.22257327049
1292,67,2021-03-01,2021,March,0,1041,539,502,2,-33.9014634600329,151.22257327049
1293,67,2021-10-01,2021,October,1,996,562,434,2,-33.9014634600329,151.22257327049
1294,67,2022-03-01,2022,March,0,1026,554,472,2,-33.9014634600329,151.22257327049
1295,67,2022-10-01,2022,October,1,1452,724,728,2,-33.9014634600329,151.22257327049
1296,67,2023-03-01,2023,March,0,925,465,460,2,-33.9014634600329,151.22257327049
1297,67,2023-10-01,2023,October,1,1212,603,609,2,-33.9014634600329,151.22257327049
1298,67,2024-03-01,2024,March,0,1267,646,621,2,-33.9014634600329,151.22257327049
1299,67,2024-10-01,2024,October,1,981,469,512,2,-33.9014634600329,151.22257327049
1300,67,2025-03-01,2025,March,0,1236,601,635,2,-33.9014634600329,151.22257327049
1301,67,2025-10-01,2025,October,1,1089,552,537,2,-33.9014634600329,151.22257327049
1302,69,2010-03-01,2010,March,0,161,51,110,0,-33.9028921754815,151.17942804745
1303,69,2010-10-01,2010,October,1,224,93,131,0,-33.9028921754815,151.17942804745
1304,69,2011-03-01,2011,March,0,216,89,127,0,-33.9028921754815,151.17942804745
1305,69,2011-10-01,2011,October,1,252,121,131,0,-33.9028921754815,151.17942804745
1306,69,2012-03-01,2012,March,0,265,110,155,0,-33.9028921754815,151.17942804745
1307,69,2012-10-01,2012,October,1,430,219,211,0,-33.9028921754815,151.17942804745
1308,69,2013-03-01,2013,March,0,349,172,177,0,-33.9028921754815,151.17942804745
1309,69,2013-10-01,2013,October,1,311,129,182,0,-33.9028921754815,151.17942804745
1310,69,2014-03-01,2014,March,0,279,127,152,0,-33.9028921754815,151.17942804745
1311,69,2014-10-01,2014,October,1,299,147,152,0,-33.9028921754815,151.17942804745
1312,69,2015-03-01,2015,March,0,319,142,177,0,-33.9028921754815,151.17942804745
1313,69,2015-10-01,2015,October,1,262,115,147,0,-33.9028921754815,151.17942804745
1314,69,2016-03-01,2016,March,0,225,89,136,0,-33.9028921754815,151.17942804745
1315,69,2016-10-01,2016,October,1,264,135,129,0,-33.9028921754815,151.17942804745
1316,69,2017-03-01,2017,March,0,305,131,174,0,-33.9028921754815,151.17942804745
1317,69,2017-10-01,2017,October,1,313,136,177,0,-33.9028921754815,151.17942804745
1318,69,2018-10-01,2018,October,1,268,117,151,0,-33.9028921754815,151.17942804745
1319,69,2019-03-01,2019,March,0,322,144,178,0,-33.9028921754815,151.17942804745
1320,69,2019-10-01,2019,October,1,382,146,236,0,-33.9028921754815,151.17942804745
1321,69,2020-03-01,2020,March,0,294,111,183,0,-33.9028921754815,151.17942804745
1322,69,2020-10-01,2020,October,1,346,116,230,0,-33.9028921754815,151.17942804745
1323,69,2021-03-01,2021,March,0,305,99,206,0,-33.9028921754815,151.17942804745
1324,69,2021-10-01,2021,October,1,291,107,184,0,-33.9028921754815,151.17942804745
1325,69,2022-03-01,2022,March,0,265,98,167,0,-33.9028921754815,151.17942804745
1326,69,2022-10-01,2022,October,1,306,102,204,0,-33.9028921754815,151.17942804745
1327,69,2023-03-01,2023,March,0,331,110,221,0,-33.9028921754815,151.17942804745
1328,69,2023-10-01,2023,October,1,318,121,197,0,-33.9028921754815,151.17942804745
1329,69,2024-03-01,2024,March,0,312,132,180,0,-33.9028921754815,151.17942804745
1330,69,2024-10-01,2024,October,1,299,114,185,0,-33.9028921754815,151.17942804745
1331,69,2025-03-01,2025,March,0,404,150,254,0,-33.9028921754815,151.17942804745
1332,69,2025-10-01,2025,October,1,279,115,164,0,-33.9028921754815,151.17942804745
1333,70,2010-03-01,2010,March,0,417,177,240,0,-33.8968161304582,151.180341944346
1334,70,2010-10-01,2010,October,1,676,311,365,0,-33.8968161304582,151.180341944346
1335,70,2011-03-01,2011,March,0,451,231,220,0,-33.8968161304582,151.180341944346
1336,70,2011-10-01,2011,October,1,594,275,319,0,-33.8968161304582,151.180341944346
1337,70,2012-03-01,2012,March,0,668,294,374,0,-33.8968161304582,151.180341944346
1338,70,2012-10-01,2012,October,1,632,312,320,0,-33.8968161304582,151.180341944346
1339,70,2013-03-01,2013,March,0,786,373,413,0,-33.8968161304582,151.180341944346
1340,70,2013-10-01,2013,October,1,807,377,430,0,-33.8968161304582,151.180341944346
1341,70,2014-03-01,2014,March,0,733,351,382,0,-33.8968161304582,151.180341944346
1342,70,2014-10-01,2014,October,1,760,376,384,0,-33.8968161304582,151.180341944346
1343,70,2015-03-01,2015,March,0,903,426,477,0,-33.8968161304582,151.180341944346
1344,70,2015-10-01,2015,October,1,675,331,344,0,-33.8968161304582,151.180341944346
1345,70,2016-03-01,2016,March,0,808,366,442,0,-33.8968161304582,151.180341944346
1346,70,2016-10-01,2016,October,1,754,364,390,0,-33.8968161304582,151.180341944346
1347,70,2017-03-01,2017,March,0,719,343,376,0,-33.8968161304582,151.180341944346
1348,70,2017-10-01,2017,October,1,489,344,145,0,-33.8968161304582,151.180341944346
1349,70,2018-10-01,2018,October,1,733,379,354,0,-33.8968161304582,151.180341944346
1350,70,2019-03-01,2019,March,0,575,243,332,0,-33.8968161304582,151.180341944346
1351,70,2019-10-01,2019,October,1,700,322,378,0,-33.8968161304582,151.180341944346
1352,70,2020-03-01,2020,March,0,617,258,359,0,-33.8968161304582,151.180341944346
1353,70,2020-10-01,2020,October,1,733,334,399,0,-33.8968161304582,151.180341944346
1354,70,2021-03-01,2021,March,0,589,250,339,0,-33.8968161304582,151.180341944346
1355,70,2021-10-01,2021,October,1,618,270,348,0,-33.8968161304582,151.180341944346
1356,70,2022-03-01,2022,March,0,561,240,321,0,-33.8968161304582,151.180341944346
